,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt
0,E&E,LGBM_separate,0.9501774875323818,0.37560366218923524,-1,-1,0.9604919807221758,0.1816287850867069,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",837,851,271,86,67,96,97,44,39,22,53,30,34,22,81,75,20,0,28,5,1,5,56,5,2,5,13,20,8,18,4,17,13,0,0,10,27,6,11,0,9,5,15,4,18,7,75,31,81,246,520,588,908,2805,409
